ГЭСН|01|01-01-030|16|Земляные работы|РАЗРАБОТКА ГРУНТА БУЛЬДОЗЕРАМИ|Разработка грунта бульдозерами мощностью 59; 79 кВт (80; 108 л.с.)|Разработка грунта с перемещением до 10 м бульдозерами мощностью: 59 кВт (80 л.с.), группа грунтов 1
ГЭСН|01|01-01-031|16|Земляные работы|РАЗРАБОТКА ГРУНТА БУЛЬДОЗЕРАМИ|Разработка грунта бульдозерами мощностью 96; 121 кВт (130; 165 л.с.)|Разработка грунта с перемещением до 10 м бульдозерами мощностью: 96 кВт (130 л.с.), группа грунтов 1
ГЭСН|01|01-01-032|16|Земляные работы|РАЗРАБОТКА ГРУНТА БУЛЬДОЗЕРАМИ|Разработка грунта бульдозерами мощностью 132; 243 кВт (180; 330 л.с.)|Разработка грунта с перемещением до 10 м бульдозерами мощностью: 132 кВт (180 л.с.), группа грунтов 1
ГЭСН|01|01-01-033|12|Земляные работы|РАЗРАБОТКА ГРУНТА БУЛЬДОЗЕРАМИ|Засыпка траншей и котлованов бульдозерами мощностью 59; 79 кВт (80; 108 л.с.)|Засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью: 59 кВт (80 л.с.), группа грунтов 1
ГЭСН|01|01-01-034|12|Земляные работы|РАЗРАБОТКА ГРУНТА БУЛЬДОЗЕРАМИ|Засыпка траншей и котлованов бульдозерами мощностью 96; 121 кВт (130; 165 л.с.)|Засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью: 96 кВт (130 л.с.), группа грунтов 1
ГЭСН|01|01-01-035|12|Земляные работы|РАЗРАБОТКА ГРУНТА БУЛЬДОЗЕРАМИ|Засыпка траншей и котлованов бульдозерами мощностью 132; 243 кВт (180; 330 л.с.)|Засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью: 132 кВт (180 л.с.), группа грунтов 1
ГЭСН|01|01-01-036|4|Земляные работы|РАЗРАБОТКА ГРУНТА БУЛЬДОЗЕРАМИ|Планировка площадей бульдозерами мощностью 59; 79; 132; 243 кВт (80; 108;180; 330 л.с.)|Планировка площадей бульдозерами мощностью: 59 кВт (80л.с.)
ГЭСН|01|01-01-037|6|Земляные работы|РАЗРАБОТКА ГРУНТА БУЛЬДОЗЕРАМИ|Засыпка траншей и котлованов предварительно разрыхленным скальным грунтом бульдозерами мощностью 79; 132; 243 кВт (108, 180, 330 л.с.)|Засыпка траншей и котлованов предварительно разрыхленным скальным грунтом с перемещением до 10 м бульдозерами мощностью:
ГЭСН|01|01-01-081|12|Земляные работы|РЫТЬЕ И ЗАСЫПКА ТРАНШЕЙ ДЛЯ МАГИСТРАЛЬНЫХ И ПРОМЫСЛОВЫХ ТРУБОПРОВОДОВ ГАЗОНЕФТЕПРОДУКТОВ|Разработка траншей с разравниванием и уплотнением грунта на полке одноковшовыми экскаваторами|Разработка траншей с разравниванием и уплотнением грунта на полке одноковшовыми экскаваторами при продольных уклонах свы
ГЭСН|01|01-01-082|12|Земляные работы|РЫТЬЕ И ЗАСЫПКА ТРАНШЕЙ ДЛЯ МАГИСТРАЛЬНЫХ И ПРОМЫСЛОВЫХ ТРУБОПРОВОДОВ ГАЗОНЕФТЕПРОДУКТОВ|Разработка траншей с вывозкой грунта|Разработка траншей с вывозкой грунта при продольных уклонах свыше 6 до 15 градусов, группа грунтов: 1
ГЭСН|01|01-01-083|4|Земляные работы|РЫТЬЕ И ЗАСЫПКА ТРАНШЕЙ ДЛЯ МАГИСТРАЛЬНЫХ И ПРОМЫСЛОВЫХ ТРУБОПРОВОДОВ ГАЗОНЕФТЕПРОДУКТОВ|Засыпка траншей на полках бульдозерами грунтом из кавальеров|Засыпка траншей на полках бульдозерами грунтом из кавальеров при продольных уклонах свыше 6 до 15 градусов, группа грунт
ГЭСН|01|01-01-084|12|Земляные работы|РЫТЬЕ И ЗАСЫПКА ТРАНШЕЙ ДЛЯ МАГИСТРАЛЬНЫХ И ПРОМЫСЛОВЫХ ТРУБОПРОВОДОВ ГАЗОНЕФТЕПРОДУКТОВ|Устройство полок одноковшовыми экскаваторами с ковшом вместимостью 0,65 м3 на поперечных уклонах свыше 8 градусов с укладкой грунта в отвал|Устройство полок одноковшовыми экскаваторами с ковшом вместимостью 0,65 м3 на поперечных уклонах свыше 8 градусов с укла
ГЭСН|01|01-01-085|12|Земляные работы|РЫТЬЕ И ЗАСЫПКА ТРАНШЕЙ ДЛЯ МАГИСТРАЛЬНЫХ И ПРОМЫСЛОВЫХ ТРУБОПРОВОДОВ ГАЗОНЕФТЕПРОДУКТОВ|Устройство полок одноковшовыми экскаваторами с ковшом вместимостью 0,65 м3 на поперечных уклонах свыше 8 градусов с погрузкой грунта на автосамосвалы|Устройство полок одноковшовыми экскаваторами с ковшом вместимостью 0,65 м3 на поперечных уклонах свыше 8 градусов с погр
ГЭСН|01|01-01-086|16|Земляные работы|РЫТЬЕ И ЗАСЫПКА ТРАНШЕЙ ДЛЯ МАГИСТРАЛЬНЫХ И ПРОМЫСЛОВЫХ ТРУБОПРОВОДОВ ГАЗОНЕФТЕПРОДУКТОВ|Разработка грунта бульдозерами мощностью 303; 340 кВт (410; 450 л.с.)|Разработка грунта с перемещением грунта до 10 м бульдозерами мощностью: 303 кВт (410 л.с.), группа грунтов 1
ГЭСН|01|01-01-087|12|Земляные работы|РЫТЬЕ И ЗАСЫПКА ТРАНШЕЙ ДЛЯ МАГИСТРАЛЬНЫХ И ПРОМЫСЛОВЫХ ТРУБОПРОВОДОВ ГАЗОНЕФТЕПРОДУКТОВ|Засыпка траншей и котлованов бульдозерами мощностью 303; 340 кВт (410; 450 л.с.)|Засыпка траншей и котлованов с перемещением грунта до 5 м бульдозерами мощностью: 303 кВт (410 л.с.), группа грунтов 1
ГЭСН|01|01-01-088|2|Земляные работы|РЫТЬЕ И ЗАСЫПКА ТРАНШЕЙ ДЛЯ МАГИСТРАЛЬНЫХ И ПРОМЫСЛОВЫХ ТРУБОПРОВОДОВ ГАЗОНЕФТЕПРОДУКТОВ|Планировка площадей бульдозерами мощностью 303; 340 кВт (410; 450 л.с.)|Планировка площадей бульдозерами мощностью: 303 кВт (410 л.с.)
