id	category	type	work_name	unit
1321	УСТРОЙСТВО КОТЛОВАНА	Свайные работы (стыковка, лидерное бурение, испытание свай)	Изготовление свай шпунта из труб Д._____ мм L=______ м	шт
1322	УСТРОЙСТВО КОТЛОВАНА	Свайные работы (стыковка, лидерное бурение, испытание свай)	Выемка оголовка сваи из котлована с погрузкой в контейнер	шт
1323	УСТРОЙСТВО КОТЛОВАНА	Свайные работы (стыковка, лидерное бурение, испытание свай)	Вырубка бетона из арматурного каркаса железобетонных свай (в т.ч. раскопка, очистка от грунта, срубка бетона, порезка и отгибание арматуры)	шт
1324	УСТРОЙСТВО КОТЛОВАНА	Свайные работы (стыковка, лидерное бурение, испытание свай)	Дизайн оголовка Ж/Б свай (в т.ч. шлифовка, нанесение ремонтной смеси)	шт
1325	УСТРОЙСТВО КОТЛОВАНА	Свайные работы (стыковка, лидерное бурение, испытание свай)	Разгрузка Ж/Б свай	шт
1326	УСТРОЙСТВО КОТЛОВАНА	Свайные работы (стыковка, лидерное бурение, испытание свай)	Срезка оголовков жезобетонных свай с помощью электроинструмента (в т.ч. раскопка сваи, очистка, разметка, резка) ( 08.20г )	шт
1327	УСТРОЙСТВО КОТЛОВАНА	Свайные работы (стыковка, лидерное бурение, испытание свай)	Устройство буронабивных свай (БНС) диаметром: 350мм (С подготовкой основания, бурением лунки, опусканием готового каркаса и заливкой бетона)	м3
1328	УСТРОЙСТВО КОТЛОВАНА	Шпунтовое ограждение	Демонтаж забирки: из досок	м2
1329	УСТРОЙСТВО КОТЛОВАНА	Шпунтовое ограждение	Устройство забирки без обратной засыпки: из досок (объем по доске)	м2
1330	УСТРОЙСТВО КОТЛОВАНА	Шпунтовое ограждение	Устройство забирки с обратной засыпкой и трамбовкой: из досок (объем по доске) ( 06.20 г )	м2
1331	УСТРОЙСТВО КОТЛОВАНА	Шпунтовое ограждение	Заполнение бетоном полости шпунтовой сваи	м3
1332	УСТРОЙСТВО КОТЛОВАНА	Шпунтовое ограждение	Извлечение стальных свай шпунтового ряда из скважины ( при помощи экскаватора ): диаметр до 500 мм	шт
1333	УСТРОЙСТВО КОТЛОВАНА	Шпунтовое ограждение	Очистка шпунтовых труб от нанесенной изоляции ( полипропилен) под изготовление и забивку свай ( доп. работы: оплачивается по сл./з+фото+акт пер-ки )	м.п.
1334	УСТРОЙСТВО КОТЛОВАНА	Шпунтовое ограждение	Разгрузка труб шпунта с автотранспорта	шт
1335	УСТРОЙСТВО КОТЛОВАНА	Шпунтовое ограждение	Срезка и очистка шпунтовых труб от мусора, пластин, уголков ( доп. работы: оплачивается по сл./з+фото )	м.п.
1336	УСТРОЙСТВО КОТЛОВАНА	Шпунтовое ограждение	Срезка шпунтовых свай h=4.5 ,труба диаметр до 530 ( для организации проезда )	шт
