id	category	type	work_name	unit
1387	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Наружная облицовка поверхности фасада гранитными плитами (с разгрузкой, шлифовкой и полировкой стыков)	м2
1388	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Наружная облицовка поверхности фасада кассетами из композита	м2
1389	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Наружная облицовка поверхности фасада керамогранитными плитами типа ("Estima" 600х600; 1200х600; 1200х300)	м2
1390	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Наружная облицовка поверхности фасада керамогранитными плитками на клею (в т.ч. стен; входных групп)	м2
1391	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Наружная облицовка поверхности фасада клинкерной керамической плиткой (типоразмеры: 240х71х14; 250х71х14)	м2
1392	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Наружная облицовка поверхности фасада металлическими кассетами	м2
1393	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Наружная облицовка поверхности фасада металлокасетами с вклеенным керамогранитом	м2
1394	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Наружная облицовка поверхности фасада плитами из терракотовой объемной керамики (в т.ч. разгрузка, затарка, подрезка, монтаж)	м2
1395	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Наружная облицовка поверхности фасада стемалитом	м2
1396	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Наружная облицовка поверхности фасада фиброцементными плитами	м2
1397	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Раскрой керамогранитной фасадной плитки	м2
1398	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Раскрой фиброцементных плит с обработкой торцов и окраской	м2
1399	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Резка фасадной клинкерной плитки	м2
1400	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Сдача фасада с алюминиевыми/металлическими кассетами заказчику (в т.ч. снятие замечаний; снятие защ. пленки; очистка загрязнений и т.д.)	м2
1401	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Сдача фасадной плитки из терракотовой объемной керамики (в т.ч. устранение замечаний, мойка и т.д.)	м2
1402	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Сдача фасадов из бетонной плитки (в т.ч. устранение замечаний, мойка и т.д.)	м2
1403	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Сдача фасадов с керамогранитной плиткой заказчику (в т.ч. снятие замечаний; очистка загрязнений; мойка плитки и т.д.)	м2
1404	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Сдача фасадов с клинкерной плиткой заказчику (в т.ч. снятие замечаний; очистка солевых загрязнений; обработка маслом, мойка плитки и т.д.)	м2
1405	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Сдача фасадов с фиброцементной плиткой заказчику (в т.ч. снятие замечаний; очистка загрязнений; мойка плитки и т.д.)	м2
1406	ФАСАДНЫЕ РАБОТЫ	Облицовка НВФ	Снятие защитной пленки с алюминиевых/металлических кассет	м2
1407	ФАСАДНЫЕ РАБОТЫ	Ограждения, козырьки, маркизы	Монтаж ламелей шумозащитного экрана на кровле с устройством подсистемы (в т.ч. затарка, резка, монтаж)	м. пог.
1408	ФАСАДНЫЕ РАБОТЫ	Ограждения, козырьки, маркизы	Монтаж декоративных цельностеклянных козырьков на профиле типа: LINEA длиной до 2м (Монтаж шпилек, пластин, сборка козырька, монтаж стекла, крепление)	шт
1409	ФАСАДНЫЕ РАБОТЫ	Ограждения, козырьки, маркизы	Монтаж направляющих ограждения балконов, террас из стекла триплекс (затарка, монтаж по уровню, крепление)	м. пог.
1410	ФАСАДНЫЕ РАБОТЫ	Ограждения, козырьки, маркизы	Монтаж ограждения балконов, террас из стекла триплекс (монтаж напр.; стекла триплекс; нар, внутр молдингов, регулировка )	м. пог.
1411	ФАСАДНЫЕ РАБОТЫ	Ограждения, козырьки, маркизы	Монтаж стеклопакета для балконов, террас из стекла триплекс (монтаж стекла; нар, внутр молдингов, регулировка )	м. пог.
1412	ФАСАДНЫЕ РАБОТЫ	Ограждения, козырьки, маркизы	Монтаж стеклянных козырьков триплекс на тягах с устроством метал. каркаса (монтаж направляющего каркаса, стекла триплекс, крепление тяг)	м2
1413	ФАСАДНЫЕ РАБОТЫ	Подсистема НВФ + утеплитель	Монтаж кронштейнов подсистемы НВФ	шт
1414	ФАСАДНЫЕ РАБОТЫ	Подсистема НВФ + утеплитель	Монтаж кронштейнов подсистемы НВФ (справочно)	м2
1415	ФАСАДНЫЕ РАБОТЫ	Подсистема НВФ + утеплитель	Монтаж направляющих (вертикальных и горизонтальных) подсистемы НВФ	м. пог.
1416	ФАСАДНЫЕ РАБОТЫ	Подсистема НВФ + утеплитель	Монтаж направляющих подсистемы НВФ (справочно)	м2
1417	ФАСАДНЫЕ РАБОТЫ	Подсистема НВФ + утеплитель	Монтаж удлинителя выноса направляющих НВФ (удлинение кронштейна)	шт
1418	ФАСАДНЫЕ РАБОТЫ	Подсистема НВФ + утеплитель	Установка жесткого утеплителя на откосах в противопожарную отсечку	м. пог.
1419	ФАСАДНЫЕ РАБОТЫ	Подсистема НВФ + утеплитель	Устройство ветро-влагозащитной мембраны (внешние углы и по периметру окон)	м2
1420	ФАСАДНЫЕ РАБОТЫ	Подсистема НВФ + утеплитель	Утепление поверхности фасада минераловатными плитами в 1 слой (с креплением на дюбель-гриб)	м2
1421	ФАСАДНЫЕ РАБОТЫ	Подсистема НВФ + утеплитель	Утепление поверхности фасада минераловатными плитами в 2 слоя (с креплением на дюбель-гриб) ( 03.23г)	м2
1422	ФАСАДНЫЕ РАБОТЫ	Профиль ПВХ	Окончательная сдача окон ПВХ эксплуатирующей организации:(устр. замечаний, повторная регулировка створок, рем. раб и т.д.)	м2
1423	ФАСАДНЫЕ РАБОТЫ	Профиль ПВХ	Установка заполнений ПВХ оконных блоков и балконных пар (створки+стеклопакеты) (в т.ч. разгрузка, затарка регулировка, сдача тех. надзору) ( 09.20г. )	м2
1424	ФАСАДНЫЕ РАБОТЫ	Профиль ПВХ	Установка москитных сеток	шт
1425	ФАСАДНЫЕ РАБОТЫ	Профиль ПВХ	Установка ПВХ оконных блоков и балконных пар в проем (в т.ч. разгрузка, затарка, герметизация, регулировка со сдачей тех. надзору)	м2
1426	ФАСАДНЫЕ РАБОТЫ	Профиль стойка-ригель	Теплоизоляция стоек витража самоклеющимися рулонными материалами типа пенофол в 1 слой ( 11.23г. )	м2
1427	ФАСАДНЫЕ РАБОТЫ	Профиль стойка-ригель	Монтаж алюминиевых витражных дверных блоков в составе витража	шт
1428	ФАСАДНЫЕ РАБОТЫ	Профиль стойка-ригель	Монтаж прижимных планок при наружном остеклении витражей (монтаж: фальц. вкладыша, бутил. ленты, утеплителя, прижим планки, декор.заглушки)	м.п.
1429	ФАСАДНЫЕ РАБОТЫ	Профиль стойка-ригель	Окончательная сдача алюминиевых светопрозрачных конструкций тех.надзору (уст. штапика с резинкой, уплотнителя -2 контура, регулировка)	м2
1430	ФАСАДНЫЕ РАБОТЫ	Профиль стойка-ригель	Сборка и монтаж каркаса алюминиевых витражей (в т.ч разгрузка, подача, герметизация, монтаж фурнитуры и накладок)	м2
1431	ФАСАДНЫЕ РАБОТЫ	Профиль стойка-ригель	Заполнение швов герметиком (мастикой СТИЗ) с использованием шпателя	м. пог.
1432	ФАСАДНЫЕ РАБОТЫ	Профиль стойка-ригель	Заполнение швов ГЕРМЕТИКОМ (силикон) с использованием монтажного пистолета	м. пог.
1433	ФАСАДНЫЕ РАБОТЫ	Профиль стойка-ригель	Монтаж декоративных элементов (обрамление) на алюминиевые окна (декоративный элемент + заглушка)	м.п.
1434	ФАСАДНЫЕ РАБОТЫ	Профиль стойка-ригель	Установка алюминиевых оконных рам (в т.ч. разгрузка, затарка, сдача тех. надзору с подписанием чек листа)	м2
1435	ФАСАДНЫЕ РАБОТЫ	Профиль стойка-ригель	Монтаж декоративных ламелей технических балконов (витражный профиль)	м. пог.
1436	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Закрытие временного теплового контура с заполнением окон, витражей и дверей сендвич-панелью (затарка, резка, монтаж, герметизация)	м2
1437	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Установка системы дистанционного открывания оконных створок	шт
1438	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Заполнение алюминиевых витражей стеклопакетом	м2
1439	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Заполнение алюминиевых светопрозрачных конструкций закаленным цветным стеклом (Стемалитом) снаружи с разноской и подачей	м2
1440	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Заполнение витражей решеткой вентиляционной с ламелями	шт
1441	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Заполнений витражей сендвич-панелями (в т.ч. раскрой и подача)	м2
1442	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Разноска и подача стеклопакетов, створок со стеклопакетами на этаж к месту монтажа (применять к инд 14-03-02-	м2
1443	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Монтаж теплового контура снаружи: зашивка проемов витражей и окон пленкой с устройством деревянного каркаса	м2
1444	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Теплоизоляция стоек витража самоклеющимися рулонными материалами типа пенофол в 1 слой	м2
1445	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Лебедка с консолью (для монтажа стеклопакетов, весом от 120кг): демонтаж с вывозом (в т.ч. упаковка, погрузка и вывоз с объекта)	компл
1446	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Лебедка с консолью (для монтажа стеклопакетов, весом от 120кг): первичный монтаж (в т.ч. разгрузка, сборка, затарка, испытание, запуск)	компл
1447	ФАСАДНЫЕ РАБОТЫ	Светопрозрачное заполнение	Лебедка с консолью (для монтажа стеклопакетов, весом от 120кг): перестановка по гориз. (на кровле) (в т.ч.демонтаж, перенос эл - тов, сборка)	компл
1448	ФАСАДНЫЕ РАБОТЫ	Устройство мокрого фасада	Доплата за устройство "Мокрого фасада" (технических балконов, лоджий, кровель) +20%	м2
1449	ФАСАДНЫЕ РАБОТЫ	Устройство мокрого фасада	Окраска фасадными красками по штукатурке (тонкослойной) системы "мокрый фасад" (в т.ч. грунтовка)	м2
1450	ФАСАДНЫЕ РАБОТЫ	Устройство мокрого фасада	Устройство клеевого основания по утеплителю с армирующей фасадной стеклосеткой под декоративную штукатурку системы "мокрый фасад"	м2
1451	ФАСАДНЫЕ РАБОТЫ	Устройство мокрого фасада	Устройство отделочного слоя из тонкослойной штукатурки системы "мокрый фасад" (декоративная штукатурка, в т.ч. грунтовка "праймер")	м2
1452	ФАСАДНЫЕ РАБОТЫ	Устройство мокрого фасада	Устройство тепловой изоляции НАРУЖНЫХ СТЕН зданий на клеевой состав (+ дюбель гриб) по системе "мокрый фасад" (в т.ч. грунтовка) в 1 слой	м2
1453	ФАСАДНЫЕ РАБОТЫ	Устройство мокрого фасада	Устройство тепловой изоляции ПОТОЛКОВ зданий на клеевой состав (+ дюбель гриб) по системе "мокрый" фасад (в т.ч. грунтовка)	м2
