base_type	col	table_code	table_name	norm_code	unit	norm_name
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-01	100 м2	Облицовка стен гранитными плитами полированными толщиной до 40 мм при числе плит в 1 м2: до 2
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-02	100 м2	Облицовка стен гранитными плитами полированными толщиной до 40 мм при числе плит в 1 м2: свыше 2 до 3
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-03	100 м2	Облицовка стен гранитными плитами полированными толщиной до 40 мм при числе плит в 1 м2: свыше 3 до 4
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-04	100 м2	Облицовка стен гранитными плитами полированными толщиной до 40 мм при числе плит в 1 м2: свыше 4 до 6
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-05	100 м2	Облицовка стен гранитными плитами полированными толщиной до 40 мм при числе плит в 1 м2: свыше 6
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-06	100 м2	Облицовка стен гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм при числе плит в 1 м2: до 2
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-07	100 м2	Облицовка стен гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм при числе плит в 1 м2: свыше 2 до 3
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-08	100 м2	Облицовка стен гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм при числе плит в 1 м2: свыше 3 до 4
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-09	100 м2	Облицовка стен гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм при числе плит в 1 м2: свыше 4 до 6
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-10	100 м2	Облицовка стен гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм при числе плит в 1 м2: свыше 6
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-11	100 м2	Облицовка стен гранитными плитами с поверхностью "под скалу" толщиной до 150 мм при числе плит в 1 м2: до 2
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-12	100 м2	Облицовка стен гранитными плитами с поверхностью "под скалу" толщиной до 150 мм при числе плит в 1 м2: свыше 2 до 3
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-13	100 м2	Облицовка стен гранитными плитами с поверхностью "под скалу" толщиной до 150 мм при числе плит в 1 м2: свыше 3 до 4
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-14	100 м2	Облицовка стен гранитными плитами с поверхностью "под скалу" толщиной до 150 мм при числе плит в 1 м2: свыше 4 до 6
ГЭСН	15	15-01-001	Облицовка стен гранитными плитами	15-01-001-15	100 м2	Облицовка стен гранитными плитами с поверхностью "под скалу" толщиной до 150 мм при числе плит в 1 м2: свыше 6
ГЭСН	15	15-01-002	Облицовка стен плитами из известняка, мрамора и травертина	15-01-002-01	100 м2	Облицовка стен плитами из известняка толщиной 60 мм при числе плит в 1 м2: до 2
ГЭСН	15	15-01-002	Облицовка стен плитами из известняка, мрамора и травертина	15-01-002-02	100 м2	Облицовка стен плитами из известняка толщиной 60 мм при числе плит в 1 м2: до 3
ГЭСН	15	15-01-002	Облицовка стен плитами из известняка, мрамора и травертина	15-01-002-03	100 м2	Облицовка стен плитами из известняка толщиной 60 мм при числе плит в 1 м2: до 4
ГЭСН	15	15-01-002	Облицовка стен плитами из известняка, мрамора и травертина	15-01-002-04	100 м2	Облицовка стен плитами из известняка толщиной 60 мм при числе плит в 1 м2: до 6
ГЭСН	15	15-01-002	Облицовка стен плитами из известняка, мрамора и травертина	15-01-002-05	100 м2	Облицовка стен плитами из известняка толщиной 60 мм при числе плит в 1 м2: более 6
ГЭСН	15	15-01-002	Облицовка стен плитами из известняка, мрамора и травертина	15-01-002-06	100 м2	Облицовка стен плитами из мрамора или травертина (полированного) толщиной 25 мм при числе плит в 1 м2: до 2
ГЭСН	15	15-01-002	Облицовка стен плитами из известняка, мрамора и травертина	15-01-002-07	100 м2	Облицовка стен плитами из мрамора или травертина (полированного) толщиной 25 мм при числе плит в 1 м2: до 3
ГЭСН	15	15-01-002	Облицовка стен плитами из известняка, мрамора и травертина	15-01-002-08	100 м2	Облицовка стен плитами из мрамора или травертина (полированного) толщиной 25 мм при числе плит в 1 м2: до 4
ГЭСН	15	15-01-002	Облицовка стен плитами из известняка, мрамора и травертина	15-01-002-09	100 м2	Облицовка стен плитами из мрамора или травертина (полированного) толщиной 25 мм при числе плит в 1 м2: до 6
ГЭСН	15	15-01-002	Облицовка стен плитами из известняка, мрамора и травертина	15-01-002-10	100 м2	Облицовка стен плитами из мрамора или травертина (полированного) толщиной 25 мм при числе плит в 1 м2: более 6
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-01	100 м2	Облицовка гранитными плитами полированными толщиной до 40 мм четырехгранных колонн при числе плит в 1 м2: до 3
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-02	100 м2	Облицовка гранитными плитами полированными толщиной до 40 мм четырехгранных колонн при числе плит в 1 м2: свыше 3 до 4
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-03	100 м2	Облицовка гранитными плитами полированными толщиной до 40 мм четырехгранных колонн при числе плит в 1 м2: свыше 4 до 6
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-04	100 м2	Облицовка гранитными плитами полированными толщиной до 40 мм четырехгранных колонн при числе плит в 1 м2: свыше 6
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-05	100 м2	Облицовка гранитными плитами полированными толщиной до 40 мм многогранных колонн при числе плит в 1 м2: до 3
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-06	100 м2	Облицовка гранитными плитами полированными толщиной до 40 мм многогранных колонн при числе плит в 1 м2: свыше 3 до 4
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-07	100 м2	Облицовка гранитными плитами полированными толщиной до 40 мм многогранных колонн при числе плит в 1 м2: свыше 4 до 6
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-08	100 м2	Облицовка гранитными плитами полированными толщиной до 40 мм многогранных колонн при числе плит в 1 м2: свыше 6
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-09	100 м2	Облицовка гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм четырехгранных колонн при числе плит в 1 м2: до 3
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-10	100 м2	Облицовка гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм четырехгранных колонн при числе плит в 1 м2: свыше 3 до 4
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-11	100 м2	Облицовка гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм четырехгранных колонн при числе плит в 1 м2: свыше 4 до 6
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-12	100 м2	Облицовка гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм четырехгранных колонн при числе плит в 1 м2: свыше 6
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-13	100 м2	Облицовка гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм многогранных колонн при числе плит в 1 м2: до 3
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-14	100 м2	Облицовка гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм многогранных колонн при числе плит в 1 м2: свыше 3 до 4
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-15	100 м2	Облицовка гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм многогранных колонн при числе плит в 1 м2: свыше 4 до 6
ГЭСН	15	15-01-003	Облицовка колонн гранитными плитами	15-01-003-16	100 м2	Облицовка гранитными плитами шлифованными, термообработанными, бучардированными толщиной до 100 мм многогранных колонн при числе плит в 1 м2: свыше 6
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-01	100 м2	Облицовка плитами из известняка толщиной 60 мм четырехгранных колонн при числе плит в 1 м2: до 3
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-02	100 м2	Облицовка плитами из известняка толщиной 60 мм четырехгранных колонн при числе плит в 1 м2: до 4
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-03	100 м2	Облицовка плитами из известняка толщиной 60 мм четырехгранных колонн при числе плит в 1 м2: до 6
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-04	100 м2	Облицовка плитами из известняка толщиной 60 мм четырехгранных колонн при числе плит в 1 м2: более 6
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-05	100 м2	Облицовка плитами из известняка толщиной 60 мм многогранных колонн при числе плит в 1 м2: до 3
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-06	100 м2	Облицовка плитами из известняка толщиной 60 мм многогранных колонн при числе плит в 1 м2: до 4
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-07	100 м2	Облицовка плитами из известняка толщиной 60 мм многогранных колонн при числе плит в 1 м2: до 6
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-08	100 м2	Облицовка плитами из известняка толщиной 60 мм многогранных колонн при числе плит в 1 м2: более 6
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-09	100 м2	Облицовка плитами из мрамора и травертина (полированного) толщиной 25 мм четырехгранных колонн при числе плит в 1 м2: до 3
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-10	100 м2	Облицовка плитами из мрамора и травертина (полированного) толщиной 25 мм четырехгранных колонн при числе плит в 1 м2: до 4
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-11	100 м2	Облицовка плитами из мрамора и травертина (полированного) толщиной 25 мм четырехгранных колонн при числе плит в 1 м2: до 6
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-12	100 м2	Облицовка плитами из мрамора и травертина (полированного) толщиной 25 мм четырехгранных колонн при числе плит в 1 м2: более 6
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-13	100 м2	Облицовка плитами из мрамора и травертина (полированного) толщиной 25 мм многогранных колонн при числе плит в 1 м2: до 3
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-14	100 м2	Облицовка плитами из мрамора и травертина (полированного) толщиной 25 мм многогранных колонн при числе плит в 1 м2: до 4
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-15	100 м2	Облицовка плитами из мрамора и травертина (полированного) толщиной 25 мм многогранных колонн при числе плит в 1 м2: до 6
ГЭСН	15	15-01-004	Облицовка колонн плитами из известняка, мрамора и травертина	15-01-004-16	100 м2	Облицовка плитами из мрамора и травертина (полированного) толщиной 25 мм многогранных колонн при числе плит в 1 м2: более 6
ГЭСН	15	15-01-005	На каждые 10 мм изменения толщины плит при облицовке стен и колонн	15-01-005-01	100 м2	На каждые 10 мм изменения толщины плит добавлять или исключать к нормам 15-01-001, 15-01-002, 15-01-003, 15-01-004 при облицовке стен и колонн: гранитом полированным
ГЭСН	15	15-01-005	На каждые 10 мм изменения толщины плит при облицовке стен и колонн	15-01-005-02	100 м2	На каждые 10 мм изменения толщины плит добавлять или исключать к нормам 15-01-001, 15-01-002, 15-01-003, 15-01-004 при облицовке стен и колонн: гранитом чистотесанным и под "скалу"
ГЭСН	15	15-01-005	На каждые 10 мм изменения толщины плит при облицовке стен и колонн	15-01-005-03	100 м2	На каждые 10 мм изменения толщины плит добавлять или исключать к нормам 15-01-001, 15-01-002, 15-01-003, 15-01-004 при облицовке стен и колонн: известняком
ГЭСН	15	15-01-006	При облицовке поверхностей природным камнем с прокладкой в горизонтальных швах свинца	15-01-006-01	100 м2	При облицовке поверхностей природным камнем с прокладкой в горизонтальных швах свинца добавлять
ГЭСН	15	15-01-007	Облицовка поверхностей линейными полированными фасонными камнями	15-01-007-01	100 м2	Облицовка поверхностей линейными полированными фасонными камнями гранитными при ширине большей стороны камня: до 150 мм
ГЭСН	15	15-01-007	Облицовка поверхностей линейными полированными фасонными камнями	15-01-007-02	100 м2	Облицовка поверхностей линейными полированными фасонными камнями гранитными при ширине большей стороны камня: свыше 150 до 250 мм
ГЭСН	15	15-01-007	Облицовка поверхностей линейными полированными фасонными камнями	15-01-007-03	100 м2	Облицовка поверхностей линейными полированными фасонными камнями гранитными при ширине большей стороны камня: свыше 250 до 450 мм
ГЭСН	15	15-01-007	Облицовка поверхностей линейными полированными фасонными камнями	15-01-007-04	100 м2	Облицовка поверхностей линейными полированными фасонными камнями мраморными при ширине большей стороны камня: до 150 мм
ГЭСН	15	15-01-007	Облицовка поверхностей линейными полированными фасонными камнями	15-01-007-05	100 м2	Облицовка поверхностей линейными полированными фасонными камнями мраморными при ширине большей стороны камня: свыше 150 до 250 мм
ГЭСН	15	15-01-007	Облицовка поверхностей линейными полированными фасонными камнями	15-01-007-06	100 м2	Облицовка поверхностей линейными полированными фасонными камнями мраморными при ширине большей стороны камня: свыше 250 до 450 мм
ГЭСН	15	15-01-008	Облицовка поверхностей линейными чистотесанными фасонными камнями	15-01-008-01	100 м2	Облицовка поверхностей линейными чистотесанными фасонными камнями гранитными при ширине большей стороны камня: до 150 мм
ГЭСН	15	15-01-008	Облицовка поверхностей линейными чистотесанными фасонными камнями	15-01-008-02	100 м2	Облицовка поверхностей линейными чистотесанными фасонными камнями гранитными при ширине большей стороны камня: свыше 150 до 250 мм
ГЭСН	15	15-01-008	Облицовка поверхностей линейными чистотесанными фасонными камнями	15-01-008-03	100 м2	Облицовка поверхностей линейными чистотесанными фасонными камнями гранитными при ширине большей стороны камня: свыше 250 до 450 мм
ГЭСН	15	15-01-008	Облицовка поверхностей линейными чистотесанными фасонными камнями	15-01-008-04	100 м2	Облицовка поверхностей линейными чистотесанными фасонными камнями известняковыми при ширине большей стороны камня: до 150 мм
ГЭСН	15	15-01-008	Облицовка поверхностей линейными чистотесанными фасонными камнями	15-01-008-05	100 м2	Облицовка поверхностей линейными чистотесанными фасонными камнями известняковыми при ширине большей стороны камня: свыше 150 до 250 мм
ГЭСН	15	15-01-008	Облицовка поверхностей линейными чистотесанными фасонными камнями	15-01-008-06	100 м2	Облицовка поверхностей линейными чистотесанными фасонными камнями известняковыми при ширине большей стороны камня: свыше 250 до 450 мм
ГЭСН	15	15-01-009	Облицовка поверхностей полированными плитами толщиной 10 мм	15-01-009-01	100 м2	Облицовка поверхностей полированными плитами толщиной 10 мм из мрамора и травертина при числе плит в 1 м2: до 6
ГЭСН	15	15-01-009	Облицовка поверхностей полированными плитами толщиной 10 мм	15-01-009-02	100 м2	Облицовка поверхностей полированными плитами толщиной 10 мм из мрамора и травертина при числе плит в 1 м2: свыше 6 до 8
ГЭСН	15	15-01-009	Облицовка поверхностей полированными плитами толщиной 10 мм	15-01-009-03	100 м2	Облицовка поверхностей полированными плитами толщиной 10 мм из мрамора и травертина при числе плит в 1 м2: свыше 8 до 10
ГЭСН	15	15-01-010	Облицовка мрамором ступеней и укладка мраморных плит	15-01-010-01	100 м2	Облицовка ступеней и подступенников мраморными полированными плитами
ГЭСН	15	15-01-010	Облицовка мрамором ступеней и укладка мраморных плит	15-01-010-02	100 м2	Укладка подоконных мраморных полированных плит
ГЭСН	15	15-01-011	Облицовка фасадов гранитными плитами со скрытым креплением без утеплителя на металлическом каркасе с его устройством	15-01-011-01	100 м2	Облицовка фасадов гранитными плитами со скрытым креплением без утеплителя на металлическом каркасе с его устройством
ГЭСН	15	15-01-011	Облицовка фасадов гранитными плитами со скрытым креплением без утеплителя на металлическом каркасе с его устройством	15-01-011-02	м	На каждый пропил торца гранитных плит под скрытое крепление в построечных условиях добавлять к норме 15-01-011-01
ГЭСН	15	15-01-011	Облицовка фасадов гранитными плитами со скрытым креплением без утеплителя на металлическом каркасе с его устройством	15-01-011-03	м	На каждую полировку видимой поверхности торца гранитных плит в построечных условиях добавлять к норме 15-01-011-01
ГЭСН	15	15-01-016	Наружная облицовка по бетонной поверхности керамическими отдельными плитками	15-01-016-01	100 м2	Наружная облицовка по бетонной поверхности керамическими отдельными плитками: на полимерцементной мастике стен и колонн
ГЭСН	15	15-01-016	Наружная облицовка по бетонной поверхности керамическими отдельными плитками	15-01-016-02	100 м2	Наружная облицовка по бетонной поверхности керамическими отдельными плитками: на цементном растворе стен
ГЭСН	15	15-01-016	Наружная облицовка по бетонной поверхности керамическими отдельными плитками	15-01-016-03	100 м2	Наружная облицовка по бетонной поверхности керамическими отдельными плитками: на цементном растворе колонн
ГЭСН	15	15-01-017	Наружная облицовка по бетонной поверхности фасадными керамическими цветными плитками (типа "кабанчик") на цементном растворе	15-01-017-01	100 м2	Наружная облицовка по бетонной поверхности фасадными керамическими цветными плитками (типа "кабанчик") на цементном растворе: стен
ГЭСН	15	15-01-017	Наружная облицовка по бетонной поверхности фасадными керамическими цветными плитками (типа "кабанчик") на цементном растворе	15-01-017-02	100 м2	Наружная облицовка по бетонной поверхности фасадными керамическими цветными плитками (типа "кабанчик") на цементном растворе: колонн
ГЭСН	15	15-01-018	Наружная облицовка по бетонной поверхности коврами из мелких керамических плиток на полимерцементной мастике	15-01-018-01	100 м2	Наружная облицовка по бетонной поверхности коврами из мелких керамических плиток на полимерцементной мастике: стен
ГЭСН	15	15-01-018	Наружная облицовка по бетонной поверхности коврами из мелких керамических плиток на полимерцементной мастике	15-01-018-02	100 м2	Наружная облицовка по бетонной поверхности коврами из мелких керамических плиток на полимерцементной мастике: колонн
ГЭСН	15	15-01-019	Гладкая облицовка стен, столбов, пилястр и откосов (без карнизных, плинтусных и угловых плиток)	15-01-019-01	100 м2	Гладкая облицовка стен, столбов, пилястр и откосов (без карнизных, плинтусных и угловых плиток) без установки плиток туалетного гарнитура на цементном растворе: по кирпичу и бетону
ГЭСН	15	15-01-019	Гладкая облицовка стен, столбов, пилястр и откосов (без карнизных, плинтусных и угловых плиток)	15-01-019-02	100 м2	Гладкая облицовка стен, столбов, пилястр и откосов (без карнизных, плинтусных и угловых плиток) без установки плиток туалетного гарнитура на цементном растворе: по дереву
ГЭСН	15	15-01-019	Гладкая облицовка стен, столбов, пилястр и откосов (без карнизных, плинтусных и угловых плиток)	15-01-019-05	100 м2	Гладкая облицовка стен, столбов, пилястр и откосов (без карнизных, плинтусных и угловых плиток) без установки плиток туалетного гарнитура на клее из сухих смесей: по кирпичу и бетону
ГЭСН	15	15-01-019	Гладкая облицовка стен, столбов, пилястр и откосов (без карнизных, плинтусных и угловых плиток)	15-01-019-06	100 м2	Гладкая облицовка стен, столбов, пилястр и откосов (без карнизных, плинтусных и угловых плиток) без установки плиток туалетного гарнитура на клее из сухих смесей: по дереву
ГЭСН	15	15-01-019	Гладкая облицовка стен, столбов, пилястр и откосов (без карнизных, плинтусных и угловых плиток)	15-01-019-09	100 м	Установка бордюрных и фризовых керамических плиток при облицовке стен по кирпичу и бетону: на растворе
ГЭСН	15	15-01-019	Гладкая облицовка стен, столбов, пилястр и откосов (без карнизных, плинтусных и угловых плиток)	15-01-019-10	100 м	Установка бордюрных и фризовых керамических плиток при облицовке стен по кирпичу и бетону: на клее из сухих смесей
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-01	100 м2	Облицовка стен на цементном растворе с карнизными, плинтусными и угловыми плитками: в жилых зданиях по кирпичу и бетону
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-02	100 м2	Облицовка стен на цементном растворе с карнизными, плинтусными и угловыми плитками: в жилых зданиях по дереву
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-03	100 м2	Облицовка стен на цементном растворе с карнизными, плинтусными и угловыми плитками: в общественных зданиях по кирпичу и бетону
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-04	100 м2	Облицовка стен на цементном растворе с карнизными, плинтусными и угловыми плитками: в общественных зданиях по дереву
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-05	100 м2	Облицовка стен на цементном растворе с карнизными, плинтусными и угловыми плитками: в промышленных зданиях по кирпичу и бетону
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-06	100 м2	Облицовка стен на цементном растворе с карнизными, плинтусными и угловыми плитками: в промышленных зданиях по дереву
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-07	100 м2	Облицовка столбов пилястр и откосов на цементном растворе с карнизными, плинтусными и угловыми плитками: по кирпичу и бетону
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-08	100 м2	Облицовка столбов пилястр и откосов на цементном растворе с карнизными, плинтусными и угловыми плитками: по дереву
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-09	100 м2	Облицовка стен на клее из сухих смесей с карнизными, плинтусными и угловыми плитками: в жилых зданиях по кирпичу и бетону
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-10	100 м2	Облицовка стен на клее из сухих смесей с карнизными, плинтусными и угловыми плитками: в жилых зданиях по дереву
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-11	100 м2	Облицовка стен на клее из сухих смесей с карнизными, плинтусными и угловыми плитками: в общественных зданиях по кирпичу и бетону
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-12	100 м2	Облицовка стен на клее из сухих смесей с карнизными, плинтусными и угловыми плитками: в общественных зданиях по дереву
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-13	100 м2	Облицовка стен на клее из сухих смесей с карнизными, плинтусными и угловыми плитками: в промышленных зданиях по кирпичу и бетону
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-14	100 м2	Облицовка стен на клее из сухих смесей с карнизными, плинтусными и угловыми плитками: в промышленных зданиях по дереву
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-15	100 м2	Облицовка столбов, пилястр и откосов на клее из сухих смесей с карнизными, плинтусными и угловыми плитками: по кирпичу и бетону
ГЭСН	15	15-01-020	Облицовка поверхностей с карнизными, плинтусными и угловыми плитками	15-01-020-16	100 м2	Облицовка столбов, пилястр и откосов на клее из сухих смесей с карнизными, плинтусными и угловыми плитками: по дереву
ГЭСН	15	15-01-021	Устройство основания под облицовку искусственным мрамором	15-01-021-01	100 м2	Устройство основания под облицовку искусственным мрамором: стен по камню
ГЭСН	15	15-01-021	Устройство основания под облицовку искусственным мрамором	15-01-021-02	100 м2	Устройство основания под облицовку искусственным мрамором: стен по дереву
ГЭСН	15	15-01-021	Устройство основания под облицовку искусственным мрамором	15-01-021-03	100 м2	Устройство основания под облицовку искусственным мрамором: прямоугольных и цилиндрических колонн, столбов, пилонов, пилястр и куполов по камню и бетону
ГЭСН	15	15-01-021	Устройство основания под облицовку искусственным мрамором	15-01-021-04	100 м2	Устройство основания под облицовку искусственным мрамором: прямоугольных и цилиндрических колонн, столбов, пилонов, пилястр и куполов по дереву
ГЭСН	15	15-01-021	Устройство основания под облицовку искусственным мрамором	15-01-021-05	100 м2	Устройство основания под облицовку искусственным мрамором: откосов
ГЭСН	15	15-01-022	Облицовка оселковым мрамором стен, столбов, колонн и пилястр	15-01-022-01	100 м2	Облицовка оселковым мрамором: стен гладких
ГЭСН	15	15-01-022	Облицовка оселковым мрамором стен, столбов, колонн и пилястр	15-01-022-02	100 м2	Облицовка оселковым мрамором: столбов, колонн и пилястр высотой до 4 м гладких
ГЭСН	15	15-01-022	Облицовка оселковым мрамором стен, столбов, колонн и пилястр	15-01-022-03	100 м2	Облицовка оселковым мрамором: столбов, колонн и пилястр высотой до 4 м с каннелюрами
ГЭСН	15	15-01-022	Облицовка оселковым мрамором стен, столбов, колонн и пилястр	15-01-022-04	100 м2	Облицовка оселковым мрамором: столбов, колонн и пилястр высотой более 4 м гладких
ГЭСН	15	15-01-022	Облицовка оселковым мрамором стен, столбов, колонн и пилястр	15-01-022-05	100 м2	Облицовка оселковым мрамором: столбов, колонн и пилястр высотой более 4 м с каннелюрами
ГЭСН	15	15-01-023	Облицовка оселковым мрамором откосов, тяг, поясков, плинтусов и капителей	15-01-023-01	100 м2	Облицовка оселковым мрамором: откосов
ГЭСН	15	15-01-023	Облицовка оселковым мрамором откосов, тяг, поясков, плинтусов и капителей	15-01-023-02	100 м2	Облицовка оселковым мрамором: тяг, поясков и плинтусов простых
ГЭСН	15	15-01-023	Облицовка оселковым мрамором откосов, тяг, поясков, плинтусов и капителей	15-01-023-03	100 м2	Облицовка оселковым мрамором: тяг, поясков и плинтусов сложных
