base_type	col	table_code	table_name	norm_code	unit	norm_name
ГЭСН	15	15-02-015	Штукатурка поверхностей известковым раствором	15-02-015-05	100 м2	Штукатурка поверхностей внутри здания известковым раствором улучшенная: по камню и бетону стен
ГЭСН	15	15-02-015	Штукатурка поверхностей известковым раствором	15-02-015-06	100 м2	Штукатурка поверхностей внутри здания известковым раствором улучшенная: по камню и бетону потолков
ГЭСН	15	15-02-015	Штукатурка поверхностей известковым раствором	15-02-015-07	100 м2	Штукатурка поверхностей внутри здания известковым раствором улучшенная: по дереву стен
ГЭСН	15	15-02-015	Штукатурка поверхностей известковым раствором	15-02-015-08	100 м2	Штукатурка поверхностей внутри здания известковым раствором улучшенная: по дереву потолков
ГЭСН	15	15-02-015	Штукатурка поверхностей известковым раствором	15-02-015-09	100 м2	Штукатурка поверхностей внутри здания известковым раствором высококачественная: по камню и бетону стен
ГЭСН	15	15-02-015	Штукатурка поверхностей известковым раствором	15-02-015-10	100 м2	Штукатурка поверхностей внутри здания известковым раствором высококачественная: по камню и бетону потолков
ГЭСН	15	15-02-015	Штукатурка поверхностей известковым раствором	15-02-015-11	100 м2	Штукатурка поверхностей внутри здания известковым раствором высококачественная: по дереву стен
ГЭСН	15	15-02-015	Штукатурка поверхностей известковым раствором	15-02-015-12	100 м2	Штукатурка поверхностей внутри здания известковым раствором высококачественная: по дереву потолков
ГЭСН	15	15-02-016	Штукатурка поверхностей цементно-известковым или цементным раствором по камню и бетону	15-02-016-01	100 м2	Штукатурка поверхностей внутри здания цементно-известковым или цементным раствором по камню и бетону: простая стен
ГЭСН	15	15-02-016	Штукатурка поверхностей цементно-известковым или цементным раствором по камню и бетону	15-02-016-02	100 м2	Штукатурка поверхностей внутри здания цементно-известковым или цементным раствором по камню и бетону: простая потолков
ГЭСН	15	15-02-016	Штукатурка поверхностей цементно-известковым или цементным раствором по камню и бетону	15-02-016-03	100 м2	Штукатурка поверхностей внутри здания цементно-известковым или цементным раствором по камню и бетону: улучшенная стен
ГЭСН	15	15-02-016	Штукатурка поверхностей цементно-известковым или цементным раствором по камню и бетону	15-02-016-04	100 м2	Штукатурка поверхностей внутри здания цементно-известковым или цементным раствором по камню и бетону: улучшенная потолков
ГЭСН	15	15-02-016	Штукатурка поверхностей цементно-известковым или цементным раствором по камню и бетону	15-02-016-05	100 м2	Штукатурка поверхностей внутри здания цементно-известковым или цементным раствором по камню и бетону: высококачественная стен
ГЭСН	15	15-02-016	Штукатурка поверхностей цементно-известковым или цементным раствором по камню и бетону	15-02-016-06	100 м2	Штукатурка поверхностей внутри здания цементно-известковым или цементным раствором по камню и бетону: высококачественная потолков
ГЭСН	15	15-02-017	Штукатурка внутренних поверхностей наружных стен известковым раствором по камню и бетону (когда остальные поверхности не оштукатуриваются)	15-02-017-01	100 м2	Штукатурка внутренних поверхностей наружных стен, когда остальные поверхности не оштукатуриваются, известковым раствором по камню и бетону: простая
ГЭСН	15	15-02-017	Штукатурка внутренних поверхностей наружных стен известковым раствором по камню и бетону (когда остальные поверхности не оштукатуриваются)	15-02-017-02	100 м2	Штукатурка внутренних поверхностей наружных стен, когда остальные поверхности не оштукатуриваются, известковым раствором по камню и бетону: улучшенная
ГЭСН	15	15-02-017	Штукатурка внутренних поверхностей наружных стен известковым раствором по камню и бетону (когда остальные поверхности не оштукатуриваются)	15-02-017-03	100 м2	Штукатурка внутренних поверхностей наружных стен, когда остальные поверхности не оштукатуриваются, известковым раствором по камню и бетону: высококачественная
ГЭСН	15	15-02-018	Штукатурка внутренних поверхностей наружных стен цементно-известковым или цементным раствором по камню и бетону (когда остальные поверхности не оштукатуриваются	15-02-018-01	100 м2	Штукатурка внутренних поверхностей наружных стен, цементно-известковым или цементным раствором по камню и бетону, когда остальные поверхности не оштукатуриваются: простая
ГЭСН	15	15-02-018	Штукатурка внутренних поверхностей наружных стен цементно-известковым или цементным раствором по камню и бетону (когда остальные поверхности не оштукатуриваются	15-02-018-02	100 м2	Штукатурка внутренних поверхностей наружных стен, цементно-известковым или цементным раствором по камню и бетону, когда остальные поверхности не оштукатуриваются: улучшенная
ГЭСН	15	15-02-018	Штукатурка внутренних поверхностей наружных стен цементно-известковым или цементным раствором по камню и бетону (когда остальные поверхности не оштукатуриваются	15-02-018-03	100 м2	Штукатурка внутренних поверхностей наружных стен, цементно-известковым или цементным раствором по камню и бетону, когда остальные поверхности не оштукатуриваются: высококачественная
ГЭСН	15	15-02-019	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей	15-02-019-01	100 м2	Сплошное выравнивание внутренних бетонных поверхностей (однослойное оштукатуривание) известковым раствором: стен
ГЭСН	15	15-02-019	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей	15-02-019-02	100 м2	Сплошное выравнивание внутренних бетонных поверхностей (однослойное оштукатуривание) известковым раствором: потолков
ГЭСН	15	15-02-019	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей	15-02-019-03	100 м2	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей толщиной до 10 мм: стен
ГЭСН	15	15-02-019	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей	15-02-019-04	100 м2	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей толщиной до 10 мм: потолков
ГЭСН	15	15-02-019	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей	15-02-019-05	100 м2	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей толщиной до 10 мм: оконных и дверных откосов плоских
ГЭСН	15	15-02-019	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей	15-02-019-06	100 м2	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей толщиной до 10 мм: оконных и дверных откосов криволинейных
ГЭСН	15	15-02-019	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей	15-02-019-07	100 м2	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей на каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-019-03
ГЭСН	15	15-02-019	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей	15-02-019-08	100 м2	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей на каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-019-04
ГЭСН	15	15-02-019	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей	15-02-019-09	100 м2	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей на каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-019-05
ГЭСН	15	15-02-019	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей	15-02-019-10	100 м2	Сплошное выравнивание внутренних поверхностей (однослойное оштукатуривание) из сухих растворных смесей на каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-019-06
ГЭСН	15	15-02-020	Штукатурка цементно-церезитовая по камню и бетону	15-02-020-01	100 м2	Штукатурка цементно-церезитовым раствором по камню и бетону
ГЭСН	15	15-02-021	Оштукатуривание рентгенозащитным раствором	15-02-021-01	100 м2	Оштукатуривание стен рентгенозащитным раствором толщиной 30 мм по бетону, камню или кирпичу
ГЭСН	15	15-02-021	Оштукатуривание рентгенозащитным раствором	15-02-021-02	100 м2	На каждые 10 мм увеличения толщины грунта добавлять к норме 15-02-021-01
ГЭСН	15	15-02-021	Оштукатуривание рентгенозащитным раствором	15-02-021-03	100 м2	Устройство стяжки под полы из рентгенозащитного раствора толщиной 30 мм по бетону
ГЭСН	15	15-02-021	Оштукатуривание рентгенозащитным раствором	15-02-021-04	100 м2	На каждые 12 мм увеличения толщины грунта добавлять к норме 15-02-021-03
ГЭСН	15	15-02-022	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию	15-02-022-01	100 м2	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию цементно-известковым раствором при площади горизонтальной проекции кессона: до 0,8 м2
ГЭСН	15	15-02-022	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию	15-02-022-02	100 м2	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию цементно-известковым раствором при площади горизонтальной проекции кессона: свыше 0,8 до 2 м2
ГЭСН	15	15-02-022	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию	15-02-022-03	100 м2	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию цементно-известковым раствором при площади горизонтальной проекции кессона: свыше 2 до 4 м2
ГЭСН	15	15-02-022	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию	15-02-022-04	100 м2	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию цементно-известковым раствором при площади горизонтальной проекции кессона: свыше 4 до 6 м2
ГЭСН	15	15-02-022	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию	15-02-022-05	100 м2	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию цементно-известковым раствором при площади горизонтальной проекции кессона: свыше 6 до 12 м2
ГЭСН	15	15-02-022	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию	15-02-022-06	100 м2	Оштукатуривание прямоугольных кессонов по ребристому железобетонному перекрытию декоративным раствором при площади горизонтальной проекции кессона: до 0,8 м2
ГЭСН	15	15-02-022	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию	15-02-022-07	100 м2	Оштукатуривание прямоугольных кессонов по ребристому железобетонному перекрытию декоративным раствором при площади горизонтальной проекции кессона: свыше 0,8 до 2 м2
ГЭСН	15	15-02-022	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию	15-02-022-08	100 м2	Оштукатуривание прямоугольных кессонов по ребристому железобетонному перекрытию декоративным раствором при площади горизонтальной проекции кессона: свыше 2 до 4 м2
ГЭСН	15	15-02-022	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию	15-02-022-09	100 м2	Оштукатуривание прямоугольных кессонов по ребристому железобетонному перекрытию декоративным раствором при площади горизонтальной проекции кессона: свыше 4 до 6 м2
ГЭСН	15	15-02-022	Оштукатуривание прямоугольных кессонов площадью проекции до 12 м2 по ребристому железобетонному перекрытию	15-02-022-10	100 м2	Оштукатуривание прямоугольных кессонов по ребристому железобетонному перекрытию декоративным раствором при площади горизонтальной проекции кессона: свыше 6 до 12 м2
ГЭСН	15	15-02-023	Оштукатуривание прямоугольных кессонов площадью проекции более 12 м2 по ребристому железобетонному перекрытию	15-02-023-01	100 м2	Оштукатуривание прямоугольных кессонов площадью проекции более 12 м2 по ребристому железобетонному перекрытию: цементно-известковым раствором
ГЭСН	15	15-02-023	Оштукатуривание прямоугольных кессонов площадью проекции более 12 м2 по ребристому железобетонному перекрытию	15-02-023-02	100 м2	Оштукатуривание прямоугольных кессонов площадью проекции более 12 м2 по ребристому железобетонному перекрытию: декоративным раствором
ГЭСН	15	15-02-024	Облицовка стен листовыми материалами	15-02-024-01	100 м2	Облицовка гипсовыми и гипсоволокнистыми листами: стен при отделке под окраску
ГЭСН	15	15-02-024	Облицовка стен листовыми материалами	15-02-024-02	100 м2	Облицовка гипсовыми и гипсоволокнистыми листами: стен при отделке под оклейку обоями
ГЭСН	15	15-02-024	Облицовка стен листовыми материалами	15-02-024-03	100 м2	Облицовка гипсовыми и гипсоволокнистыми листами: откосов при отделке под окраску
ГЭСН	15	15-02-024	Облицовка стен листовыми материалами	15-02-024-04	100 м2	Облицовка древесноволокнистыми листами стен при отделке под оклейку обоями
ГЭСН	15	15-02-024	Облицовка стен листовыми материалами	15-02-024-05	100 м2	Облицовка стен листами сухой штукатурки при отделке под окраску и оклейку обоями с креплением на пристенный металлический каркас
ГЭСН	15	15-02-025	Обработка швов сухой штукатурки	15-02-025-01	100 м2	Обработка швов сухой штукатурки постановкой раскладок
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-01	100 м2	Улучшенное оштукатуривание механизированным способом готовой растворной смесью толщиной 15 мм, по камню и бетону: стен
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-02	100 м2	Улучшенное оштукатуривание механизированным способом готовой растворной смесью толщиной 15 мм, по камню и бетону: потолков
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-03	100 м2	Улучшенное оштукатуривание механизированным способом готовой растворной смесью толщиной 15 мм, по камню и бетону: прямоугольных колонн
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-04	100 м2	Улучшенное оштукатуривание механизированным способом готовой растворной смесью толщиной 15 мм, по камню и бетону: откосов
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-05	100 м2	На каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-026-01
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-06	100 м2	На каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-026-02
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-07	100 м2	На каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-026-03
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-08	100 м2	На каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-026-04
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-09	100 м2	Высококачественное оштукатуривание механизированным способом готовой растворной смесью толщиной 20 мм, по камню и бетону: стен
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-10	100 м2	Высококачественное оштукатуривание механизированным способом готовой растворной смесью толщиной 20 мм, по камню и бетону: потолков
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-11	100 м2	Высококачественное оштукатуривание механизированным способом готовой растворной смесью толщиной 20 мм, по камню и бетону: прямоугольных колонн
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-12	100 м2	Высококачественное оштукатуривание механизированным способом готовой растворной смесью толщиной 20 мм, по камню и бетону: откосов
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-13	100 м2	На каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-026-09
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-14	100 м2	На каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-026-10
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-15	100 м2	На каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-026-11
ГЭСН	15	15-02-026	Оштукатуривание механизированным способом готовой растворной смесью, по камню и бетону	15-02-026-16	100 м2	На каждый 1 мм изменения толщины слоя добавлять или исключать к норме: 15-02-026-12
ГЭСН	15	15-02-027	Оштукатуривание механизированным способом из сухих растворных смесей, по камню и бетону	15-02-027-01	100 м2	Высококачественное оштукатуривание механизированным способом из сухих растворных смесей, по камню и бетону толщиной слоя 20 мм стен
ГЭСН	15	15-02-027	Оштукатуривание механизированным способом из сухих растворных смесей, по камню и бетону	15-02-027-05	100 м2	На каждый 1 мм изменения толщины слоя добавлять или исключать к норме 15-02-027-01
ГЭСН	15	15-02-028	Высококачественная штукатурка по бетону полимерцементным раствором	15-02-028-01	100 м2	Высококачественная штукатурка стен по бетону полимерцементным раствором: толщиной 10 мм
ГЭСН	15	15-02-028	Высококачественная штукатурка по бетону полимерцементным раствором	15-02-028-02	100 м2	Высококачественная штукатурка стен по бетону полимерцементным раствором: на каждый последующий слой толщиной 1 мм добавлять к норме 15-02-028-01
ГЭСН	15	15-02-028	Высококачественная штукатурка по бетону полимерцементным раствором	15-02-028-03	100 м2	Высококачественная штукатурка потолков по бетону полимерцементным раствором: толщиной 10 мм
ГЭСН	15	15-02-028	Высококачественная штукатурка по бетону полимерцементным раствором	15-02-028-04	100 м2	Высококачественная штукатурка потолков по бетону полимерцементным раствором: на каждый последующий слой толщиной 1 мм добавлять к норме 15-02-028-03
ГЭСН	15	15-02-028	Высококачественная штукатурка по бетону полимерцементным раствором	15-02-028-05	100 м2	Высококачественная штукатурка столбов и колонн прямоугольного сечения по бетону полимерцементным раствором: толщиной 10 мм
ГЭСН	15	15-02-028	Высококачественная штукатурка по бетону полимерцементным раствором	15-02-028-06	100 м2	Высококачественная штукатурка столбов и колонн прямоугольного сечения по бетону полимерцементным раствором: на каждый последующий слой толщиной 1 мм добавлять к норме 15-02-028-05
ГЭСН	15	15-02-031	Штукатурка отдельных мест	15-02-031-01	100 м2	Штукатурка поверхностей оконных и дверных откосов по бетону и камню: плоских
ГЭСН	15	15-02-031	Штукатурка отдельных мест	15-02-031-02	100 м2	Штукатурка поверхностей оконных и дверных откосов по бетону и камню: криволинейных
ГЭСН	15	15-02-031	Штукатурка отдельных мест	15-02-031-03	100 м2	Устройство нижних заглушин
ГЭСН	15	15-02-031	Штукатурка отдельных мест	15-02-031-04	100 м2	Вытягивание тяг и падуг: при улучшенной штукатурке по камню и бетону
ГЭСН	15	15-02-031	Штукатурка отдельных мест	15-02-031-05	100 м2	Вытягивание тяг и падуг: при улучшенной штукатурке по дереву
ГЭСН	15	15-02-031	Штукатурка отдельных мест	15-02-031-06	100 м2	Вытягивание тяг и падуг: при высококачественной штукатурке по камню и бетону
ГЭСН	15	15-02-031	Штукатурка отдельных мест	15-02-031-07	100 м2	Вытягивание тяг и падуг: при высококачественной штукатурке по дереву
ГЭСН	15	15-02-031	Штукатурка отдельных мест	15-02-031-08	100 м2	Насечка поверхности: стен
ГЭСН	15	15-02-031	Штукатурка отдельных мест	15-02-031-09	100 м2	Насечка поверхности: потолков
ГЭСН	15	15-02-032	Устройство наличников тянутых	15-02-032-01	100 м2	Устройство наличников тянутых
ГЭСН	15	15-02-033	Обивка поверхностей	15-02-033-01	100 м2	Обивка поверхностей: изоляционным материалом
ГЭСН	15	15-02-033	Обивка поверхностей	15-02-033-02	100 м2	Обивка поверхностей: дранью по деревянным неодранкованным поверхностям
ГЭСН	15	15-02-033	Обивка поверхностей	15-02-033-03	100 м2	Обивка поверхностей: сеткой проволочной тканой
ГЭСН	15	15-02-034	Штукатурка лестничных маршей и площадок	15-02-034-01	100 м2	Штукатурка лестничных маршей и площадок: улучшенная без отделки косоуров и балок
ГЭСН	15	15-02-034	Штукатурка лестничных маршей и площадок	15-02-034-02	100 м2	Штукатурка лестничных маршей и площадок: улучшенная с отделкой косоуров и балок без тяг
ГЭСН	15	15-02-034	Штукатурка лестничных маршей и площадок	15-02-034-03	100 м2	Штукатурка лестничных маршей и площадок: высококачественная с отделкой косоуров и балок без тяг
ГЭСН	15	15-02-034	Штукатурка лестничных маршей и площадок	15-02-034-04	100 м2	Штукатурка лестничных маршей и площадок: высококачественная с отделкой косоуров и балок с тягами
ГЭСН	15	15-02-035	Отделка поверхностей из сборных элементов и плит под окраску или оклейку обоями	15-02-035-01	100 м2	Отделка поверхностей из сборных элементов и плит под окраску или оклейку обоями: стен и перегородок панельных
ГЭСН	15	15-02-035	Отделка поверхностей из сборных элементов и плит под окраску или оклейку обоями	15-02-035-02	100 м2	Отделка поверхностей из сборных элементов и плит под окраску или оклейку обоями: стен и перегородок из блоков и плит
ГЭСН	15	15-02-035	Отделка поверхностей из сборных элементов и плит под окраску или оклейку обоями	15-02-035-03	100 м2	Отделка поверхностей из сборных элементов и плит под окраску или оклейку обоями: потолков сборных панельных
ГЭСН	15	15-02-035	Отделка поверхностей из сборных элементов и плит под окраску или оклейку обоями	15-02-035-04	100 м2	Отделка поверхностей из сборных элементов и плит под окраску или оклейку обоями: потолков сборных из плит
ГЭСН	15	15-02-036	Штукатурка по сетке без устройства каркаса	15-02-036-01	100 м2	Штукатурка по сетке без устройства каркаса: улучшенная стен
ГЭСН	15	15-02-036	Штукатурка по сетке без устройства каркаса	15-02-036-02	100 м2	Штукатурка по сетке без устройства каркаса: улучшенная потолков
ГЭСН	15	15-02-036	Штукатурка по сетке без устройства каркаса	15-02-036-03	100 м2	Штукатурка по сетке без устройства каркаса: высококачественная стен
ГЭСН	15	15-02-036	Штукатурка по сетке без устройства каркаса	15-02-036-04	100 м2	Штукатурка по сетке без устройства каркаса: высококачественная потолков
ГЭСН	15	15-02-036	Штукатурка по сетке без устройства каркаса	15-02-036-05	100 м2	Штукатурка по сетке без устройства каркаса: высококачественная колонн
ГЭСН	15	15-02-036	Штукатурка по сетке без устройства каркаса	15-02-036-06	100 м2	Штукатурка по сетке без устройства каркаса: карнизов и тяг
ГЭСН	15	15-02-037	Устройство каркаса	15-02-037-01	100 м2	Устройство каркаса при оштукатуривании: стен
ГЭСН	15	15-02-037	Устройство каркаса	15-02-037-02	100 м2	Устройство каркаса при оштукатуривании: потолков
ГЭСН	15	15-02-037	Устройство каркаса	15-02-037-03	100 м2	Устройство каркаса при оштукатуривании: колонн
ГЭСН	15	15-02-037	Устройство каркаса	15-02-037-04	100 м2	Устройство каркаса при оштукатуривании: карнизов и тяг
ГЭСН	15	15-02-038	Механизированная отделка поверхности под мелкозернистую фактуру шагрень	15-02-038-01	100 м2	Механизированная отделка поверхности под мелкозернистую фактуру шагрень: стен
ГЭСН	15	15-02-038	Механизированная отделка поверхности под мелкозернистую фактуру шагрень	15-02-038-02	100 м2	Механизированная отделка поверхности под мелкозернистую фактуру шагрень: потолков
ГЭСН	15	15-02-040	Отделка венецианской штукатуркой предварительно подготовленных поверхностей	15-02-040-01	100 м2	Отделка венецианской штукатуркой предварительно подготовленных поверхностей в два слоя
ГЭСН	15	15-02-040	Отделка венецианской штукатуркой предварительно подготовленных поверхностей	15-02-040-02	100 м2	На каждый последующий слой венецианской штукатурки добавлять к норме 15-02-040-01
ГЭСН	15	15-02-041	Устройство металлического каркаса из направляющих профилей под облицовку различными материалами	15-02-041-01	100 м2	Устройство металлического каркаса из направляющих профилей под облицовку различными материалами: потолков
ГЭСН	15	15-02-041	Устройство металлического каркаса из направляющих профилей под облицовку различными материалами	15-02-041-02	100 м2	Устройство металлического каркаса из направляющих профилей под облицовку различными материалами: перегородок
ГЭСН	15	15-02-041	Устройство металлического каркаса из направляющих профилей под облицовку различными материалами	15-02-041-03	100 м2	Устройство металлического каркаса из направляющих профилей под облицовку различными материалами: стен
ГЭСН	15	15-03-001	Установка гипсовых погонных деталей орнаментированных плоских, выпуклых, рельефных, простого или сложного рисунка (порезки, пояса, фриза, капли и т.п.)	15-03-001-01	100 м	Установка гипсовых погонных деталей орнаментированных, плоских, выпуклых, рельефных, простого или сложного рисунка (порезки, пояса, фризы, капли и т.п.) высотой: до 100 мм
ГЭСН	15	15-03-001	Установка гипсовых погонных деталей орнаментированных плоских, выпуклых, рельефных, простого или сложного рисунка (порезки, пояса, фриза, капли и т.п.)	15-03-001-02	100 м	Установка гипсовых погонных деталей орнаментированных, плоских, выпуклых, рельефных, простого или сложного рисунка (порезки, пояса, фризы, капли и т.п.) высотой: до 250 мм
ГЭСН	15	15-03-001	Установка гипсовых погонных деталей орнаментированных плоских, выпуклых, рельефных, простого или сложного рисунка (порезки, пояса, фриза, капли и т.п.)	15-03-001-03	100 м	Установка гипсовых погонных деталей орнаментированных, плоских, выпуклых, рельефных, простого или сложного рисунка (порезки, пояса, фризы, капли и т.п.) высотой: до 500 мм
